Zip	State	County	City	ZrentValue
32137	FL	Flagler	Palm Coast	1464
36695	AL	Mobile	Mobile	1207
45238	OH	Hamilton	Cincinnati	1035
38016	TN	Shelby	Memphis	1367
92626	CA	Orange	Costa Mesa	3174
85374	AZ	Maricopa	Surprise	1293
89129	NV	Clark	Las Vegas	1307
34952	FL	Saint Lucie	Port Saint Lucie	1354
90006	CA	Los Angeles	Los Angeles	2635
10451	NY	New York	New York	1802
23225	VA	Richmond City	Richmond	1233
92656	CA	Orange	Aliso Viejo	2811
23112	VA	Chesterfield	Midlothian	1558
78550	TX	Cameron	Harlingen	865
78748	TX	Travis	Austin	1692
44124	OH	Cuyahoga	Lyndhurst	1274
30319	GA	Dekalb	Brookhaven	2531
29229	SC	Richland	Columbia	1250
10036	NY	New York	New York	3720
47374	IN	Wayne	Richmond	765
29483	SC	Dorchester	Summerville	1394
92563	CA	Riverside	Murrieta	2100
63303	MO	Saint Charles	Saint Charles	1539
48187	MI	Wayne	Canton	1696
93003	CA	Ventura	Ventura	2518
39503	MS	Harrison	Gulfport	1028
98122	WA	King	Seattle	2555
85142	AZ	Maricopa	Queen Creek	1436
28546	NC	Onslow	Jacksonville	849
79424	TX	Lubbock	Lubbock	1550
38654	MS	DeSoto	Olive Branch	1425
19146	PA	Philadelphia	Philadelphia	1473
29588	SC	Horry	Socastee	1292
90024	CA	Los Angeles	Los Angeles	4208
75149	TX	Dallas	Mesquite	1289
75040	TX	Dallas	Garland	1408
90255	CA	Los Angeles	Huntington Park	2288
6810	CT	Fairfield	Danbury	1864
60073	IL	Lake	Round Lake Beach	1397
7003	NJ	Essex	Bloomfield	1706
85254	AZ	Maricopa	Phoenix	2282
21228	MD	Baltimore	Catonsville	1780
63366	MO	Saint Charles	O Fallon	1503
78216	TX	Bexar	San Antonio	1393
96720	HI	Hawaii	Hilo	1552
60630	IL	Cook	Chicago	1841
21207	MD	Baltimore	Lochearn	1599
77042	TX	Harris	Houston	1480
27405	NC	Guilford	Greensboro	834
92509	CA	Riverside	Rubidoux	1854
87112	NM	Bernalillo	Albuquerque	1195
83646	ID	Ada	Meridian	1411
75061	TX	Dallas	Irving	1444
19320	PA	Chester	Valley Township	1548
80123	CO	Denver	Denver	2030
12550	NY	Orange	Town of Newburgh	1632
55337	MN	Dakota	Burnsville	1681
19149	PA	Philadelphia	Philadelphia	1106
33176	FL	Miami-Dade	Kendall	1957
91786	CA	San Bernardino	Upland	2121
80538	CO	Larimer	Loveland	1662
80012	CO	Arapahoe	Aurora	1761
45069	OH	Butler	West Chester	1656
78250	TX	Bexar	San Antonio	1271
96789	HI	Honolulu	Mililani	2507
63031	MO	Saint Louis	Florissant	1051
27606	NC	Wake	Raleigh	1378
70001	LA	Jefferson	Metairie	1551
30606	GA	Clarke	Athens	1203
35758	AL	Madison	Madison	1271
46360	IN	La Porte	Michigan City	967
20744	MD	Prince Georges	Fort Washington	1948
11434	NY	Queens	New York	2159
33065	FL	Broward	Coral Springs	1549
94115	CA	San Francisco	San Francisco	4755
33614	FL	Hillsborough	Egypt Lake-Leto	1246
75025	TX	Collin	Plano	2166
40214	KY	Jefferson	Louisville	1044
36830	AL	Lee	Auburn	1484
19464	PA	Montgomery	Pottstown	1338
27613	NC	Wake	Raleigh	1711
76133	TX	Tarrant	Fort Worth	1341
60643	IL	Cook	Chicago	1429
33418	FL	Palm Beach	Palm Beach Gardens	2525
17602	PA	Lancaster	Lancaster	1117
32068	FL	Clay	Middleburg	1220
23185	VA	James City	Williamsburg	1737
97301	OR	Marion	Salem	1347
85205	AZ	Maricopa	Mesa	1256
56001	MN	Blue Earth	Mankato	1364
80020	CO	Broomfield	Broomfield	2016
49009	MI	Kalamazoo	Oshtemo	1596
32935	FL	Brevard	Melbourne	1198
87109	NM	Bernalillo	Albuquerque	1253
10940	NY	Orange	Middletown	1584
65802	MO	Greene	Springfield	698
48228	MI	Wayne	Detroit	747
11224	NY	Kings	New York	2303
97223	OR	Washington	Tigard	1937
92234	CA	Riverside	Cathedral City	1682
80918	CO	El Paso	Colorado Springs	1460
75007	TX	Denton	Carrollton	1765
15642	PA	Westmoreland	North Huntingdon	979
33062	FL	Broward	Pompano Beach	1991
97501	OR	Jackson	Medford	1294
93312	CA	Kern	Bakersfield	1592
92708	CA	Orange	Fountain Valley	3179
15237	PA	Allegheny	Ross Township	1568
29579	SC	Horry	Forestbrook	1328
92057	CA	San Diego	Oceanside	2341
43232	OH	Franklin	Columbus	1013
78045	TX	Webb	Laredo	1452
43235	OH	Franklin	Columbus	1672
7470	NJ	Passaic	Wayne	2241
92037	CA	San Diego	San Diego	5142
38111	TN	Shelby	Memphis	750
85375	AZ	Maricopa	Sun City West	1294
93277	CA	Tulare	Visalia	1231
30032	GA	Dekalb	Candler-Mcafee	987
43615	OH	Lucas	Toledo	904
89502	NV	Washoe	Reno	1296
33322	FL	Broward	Sunrise	1439
75703	TX	Smith	Tyler	1466
37660	TN	Sullivan	Kingsport	832
10306	NY	Richmond	New York	2224
96744	HI	Honolulu	Kaneohe	2680
12065	NY	Saratoga	Clifton Park	1943
33810	FL	Polk	Lakeland	1267
63136	MO	Saint Louis	Jennings	796
77081	TX	Harris	Houston	1487
33125	FL	Miami-Dade	Miami	1826
73120	OK	Oklahoma	Oklahoma City	1151
67212	KS	Sedgwick	Wichita	1159
10010	NY	New York	New York	3710
70506	LA	Lafayette	Lafayette	1284
23434	VA	Suffolk City	Suffolk	1325
20850	MD	Montgomery	Rockville	2438
92805	CA	Orange	Anaheim	2498
39401	MS	Forrest	Hattiesburg	897
35215	AL	Jefferson	Birmingham	884
89115	NV	Clark	Las Vegas	1034
11691	NY	Queens	New York	2125
7083	NJ	Union	Union	2021
87105	NM	Bernalillo	South Valley	1098
45014	OH	Butler	Fairfield	1312
98661	WA	Clark	Vancouver	1595
27615	NC	Wake	Raleigh	1621
33914	FL	Lee	Cape Coral	1789
48044	MI	Macomb	Macomb Township	1816
75098	TX	Collin	Wylie	1704
93063	CA	Ventura	Simi Valley	2639
98125	WA	King	Seattle	2401
45324	OH	Greene	Fairborn	876
33020	FL	Broward	Hollywood	1524
19147	PA	Philadelphia	Philadelphia	1783
85224	AZ	Maricopa	Chandler	1348
78681	TX	Williamson	Round Rock	1746
30114	GA	Cherokee	Canton	1454
33615	FL	Hillsborough	Town 'n' Country	1335
73072	OK	Cleveland	Norman	1334
27360	NC	Davidson	Thomasville	848
53215	WI	Milwaukee	Milwaukee	923
78247	TX	Bexar	San Antonio	1386
8054	NJ	Burlington	Mt Laurel Township	1725
7601	NJ	Bergen	Hackensack	2142
92880	CA	Riverside	Eastvale	2610
6492	CT	New Haven	Wallingford	1689
27529	NC	Wake	Garner	1327
44102	OH	Cuyahoga	Cleveland	805
77063	TX	Harris	Houston	1471
85283	AZ	Maricopa	Tempe	1372
43207	OH	Franklin	Columbus	937
92103	CA	San Diego	San Diego	2654
57106	SD	Minnehaha	Sioux Falls	1284
1844	MA	Essex	Methuen	1944
85122	AZ	Pinal	Casa Grande	998
76010	TX	Tarrant	Arlington	1229
19335	PA	Chester	Downingtown	2017
60411	IL	Cook	Chicago Heights	1304
37918	TN	Knox	Knoxville	1102
77375	TX	Harris	Tomball	1561
17701	PA	Lycoming	Williamsport	864
66502	KS	Riley	Manhattan	1239
37043	TN	Montgomery	Clarksville	1203
75080	TX	Dallas	Richardson	1822
33612	FL	Hillsborough	Tampa	1179
23188	VA	James City	Williamsburg	1781
94117	CA	San Francisco	San Francisco	5009
47401	IN	Monroe	Bloomington	1404
14150	NY	Erie	Tonawanda	1225
55106	MN	Ramsey	Saint Paul	1302
80014	CO	Arapahoe	Aurora	1749
35405	AL	Tuscaloosa	Tuscaloosa	1215
91402	CA	Los Angeles	Los Angeles	2405
91367	CA	Los Angeles	Los Angeles	3318
97702	OR	Deschutes	Bend	1816
91977	CA	San Diego	Spring Valley	2281
54956	WI	Winnebago	Town of Neenah	1018
30236	GA	Clayton	Jonesboro	979
95831	CA	Sacramento	Sacramento	1829
89122	NV	Clark	Las Vegas	1138
72764	AR	Washington	Springdale	1165
78258	TX	Bexar	San Antonio	2271
34655	FL	Pasco	New Port Richey	1495
93720	CA	Fresno	Fresno	1616
16001	PA	Butler	Butler Township	1094
46032	IN	Hamilton	Carmel	1905
57701	SD	Pennington	Rapid City	1191
92507	CA	Riverside	Riverside	1718
78504	TX	Hidalgo	McAllen	1333
96003	CA	Shasta	Redding	1356
23608	VA	Newport News City	Newport News	1245
8053	NJ	Burlington	Evesham	2015
65804	MO	Greene	Springfield	900
30016	GA	Newton	Covington	1087
22314	VA	Alexandria City	Alexandria	2860
60804	IL	Cook	Cicero	1416
97330	OR	Benton	Corvallis	1901
29720	SC	Lancaster	Lancaster	1027
58201	ND	Grand Forks	Grand Forks	1284
93436	CA	Santa Barbara	Lompoc	1719
55303	MN	Anoka	Ramsey	1563
77072	TX	Harris	Houston	1297
55113	MN	Ramsey	Roseville	1591
80016	CO	Arapahoe	Aurora	2632
18103	PA	Lehigh	Allentown	1274
34221	FL	Manatee	Palmetto	1524
13760	NY	Broome	Union	1189
33617	FL	Hillsborough	Temple Terrace	1205
20774	MD	Prince Georges	Kettering	2042
80526	CO	Larimer	Fort Collins	1712
95207	CA	San Joaquin	Stockton	1356
26554	WV	Marion	Fairmont	910
72701	AR	Washington	Fayetteville	1245
53081	WI	Sheboygan	Sheboygan	984
90277	CA	Los Angeles	Redondo Beach	3730
73071	OK	Cleveland	Norman	1098
30093	GA	Gwinnett	Norcross	1235
27616	NC	Wake	Raleigh	1345
80504	CO	Boulder	Longmont	1956
85248	AZ	Maricopa	Chandler	1659
48307	MI	Oakland	Rochester Hills	1701
44691	OH	Wayne	Wooster	1151
42301	KY	Daviess	Owensboro	907
76549	TX	Bell	Killeen	950
38017	TN	Shelby	Collierville	2056
92801	CA	Orange	Anaheim	2492
94121	CA	San Francisco	San Francisco	4505
7024	NJ	Bergen	Fort Lee	2455
77546	TX	Galveston	Friendswood	1831
87110	NM	Bernalillo	Albuquerque	1198
10312	NY	Richmond	New York	2330
95020	CA	Santa Clara	Gilroy	3154
48183	MI	Wayne	Trenton	1169
10469	NY	Bronx	New York	1774
70301	LA	Lafourche	Thibodaux	1205
46226	IN	Marion	Indianapolis	826
91744	CA	Los Angeles	La Puente	2222
90049	CA	Los Angeles	Los Angeles	8477
60435	IL	Will	Joliet	1413
78254	TX	Bexar	San Antonio	1429
87507	NM	Santa Fe	Santa Fe	1435
64118	MO	Clay	Gladstone	1181
26505	WV	Monongalia	Morgantown	1258
55104	MN	Ramsey	Saint Paul	1442
33442	FL	Broward	Deerfield Beach	1372
43224	OH	Franklin	Columbus	904
92404	CA	San Bernardino	San Bernardino	1476
92780	CA	Orange	Tustin	2917
28403	NC	New Hanover	Wilmington	1289
8540	NJ	Mercer	Princeton	3276
32216	FL	Duval	Jacksonville	1145
27215	NC	Alamance	Burlington	967
89148	NV	Clark	Las Vegas	1320
48858	MI	Isabella	Mount Pleasant	924
14075	NY	Erie	Town of Hamburg	1357
32837	FL	Orange	Orlando	1549
91766	CA	Los Angeles	Pomona	2050
29414	SC	Charleston	Charleston	1621
87123	NM	Bernalillo	Albuquerque	1197
52001	IA	Dubuque	Dubuque	1002
91706	CA	Los Angeles	Baldwin Park	2191
92346	CA	San Bernardino	Highland	1761
75023	TX	Collin	Plano	1792
24502	VA	Lynchburg City	Lynchburg	1084
65803	MO	Greene	Springfield	674
11758	NY	Nassau	Massapequa	2870
92260	CA	Riverside	Palm Desert	2387
1970	MA	Essex	Salem	1994
28110	NC	Union	Monroe	1328
27612	NC	Wake	Raleigh	1639
95616	CA	Yolo	Davis	2508
21229	MD	Baltimore City	Baltimore	1280
80229	CO	Adams	Thornton	1677
48235	MI	Wayne	Detroit	756
48219	MI	Wayne	Detroit	755
8401	NJ	Atlantic	Atlantic City	1278
54703	WI	Eau Claire	Eau Claire	1150
33415	FL	Palm Beach	Greenacres	1361
97202	OR	Multnomah	Portland	2207
85018	AZ	Maricopa	Phoenix	2130
85207	AZ	Maricopa	Mesa	1548
27107	NC	Forsyth	Winston-Salem	931
87108	NM	Bernalillo	Albuquerque	1113
75219	TX	Dallas	Dallas	1698
75227	TX	Dallas	Dallas	1219
44870	OH	Erie	Sandusky	894
19403	PA	Montgomery	West Norriton	1776
95060	CA	Santa Cruz	Santa Cruz	3312
91406	CA	Los Angeles	Los Angeles	2675
21044	MD	Howard	Columbia	2210
22554	VA	Stafford	Stafford	1913
85260	AZ	Maricopa	Scottsdale	1988
55112	MN	Ramsey	New Brighton	1605
77015	TX	Harris	Cloverleaf	1290
98270	WA	Snohomish	Marysville	1814
2895	RI	Providence	Woonsocket	1308
95828	CA	Sacramento	Florin	1491
27604	NC	Wake	Raleigh	1293
15108	PA	Allegheny	Moon Township	1425
85719	AZ	Pima	Tucson	1110
33142	FL	Miami-Dade	Miami	1635
48111	MI	Wayne	Van Buren Township	1164
32164	FL	Flagler	Palm Coast	1304
90020	CA	Los Angeles	Los Angeles	2451
12866	NY	Saratoga	Saratoga Springs	2073
60632	IL	Cook	Chicago	1462
63033	MO	Saint Louis	Florissant	1180
30721	GA	Whitfield	Dalton	976
55044	MN	Dakota	Lakeville	1984
75231	TX	Dallas	Dallas	1249
90803	CA	Los Angeles	Long Beach	2924
10461	NY	Bronx	New York	1754
85326	AZ	Maricopa	Buckeye	1175
96822	HI	Honolulu	Honolulu	2247
98003	WA	King	Federal Way	1836
32725	FL	Volusia	Deltona	1163
19139	PA	Philadelphia	Philadelphia	1078
75006	TX	Denton	Carrollton	1584
78233	TX	Bexar	San Antonio	1247
90028	CA	Los Angeles	Los Angeles	2813
95610	CA	Sacramento	Citrus Heights	1629
85044	AZ	Maricopa	Phoenix	1441
48170	MI	Wayne	Plymouth Township	1779
33033	FL	Miami-Dade	Homestead	1601
90503	CA	Los Angeles	Torrance	3251
28806	NC	Buncombe	Asheville	1342
46350	IN	La Porte	La Porte	1115
29607	SC	Greenville	Greenville	1387
8854	NJ	Middlesex	Piscataway Township	2200
37221	TN	Davidson	Nashville	1793
90813	CA	Los Angeles	Long Beach	2116
27526	NC	Wake	Fuquay Varina	1439
95628	CA	Sacramento	Fair Oaks	1843
85382	AZ	Maricopa	Peoria	1399
30064	GA	Cobb	Marietta	1649
8757	NJ	Ocean	Berkeley	1438
40324	KY	Scott	Georgetown	1289
78542	TX	Hidalgo	Edinburg	1046
54935	WI	Fond du Lac	Fond du Lac	793
32514	FL	Escambia	Pensacola	1043
74055	OK	Tulsa	Owasso	1260
19103	PA	Philadelphia	Philadelphia	1910
47201	IN	Bartholomew	Columbus	1155
70115	LA	Orleans	New Orleans	1977
60623	IL	Cook	Chicago	1367
14609	NY	Monroe	Rochester	1164
30605	GA	Clarke	Athens	1132
27513	NC	Wake	Cary	1621
85338	AZ	Maricopa	Goodyear	1304
34741	FL	Osceola	Kissimmee	1187
80537	CO	Larimer	Loveland	1639
77040	TX	Harris	Houston	1428
52404	IA	Linn	Cedar Rapids	949
11106	NY	New York	New York	2258
92324	CA	San Bernardino	Colton	1536
20171	VA	Fairfax	Herndon	2652
62040	IL	Madison	Granite City	792
33578	FL	Hillsborough	Riverview	1376
94550	CA	Alameda	Livermore	3128
95206	CA	San Joaquin	Stockton	1361
44111	OH	Cuyahoga	Cleveland	892
29651	SC	Greenville	Greer	1316
16801	PA	Centre	State College	1650
94577	CA	Alameda	San Leandro	2778
21221	MD	Baltimore	Essex	1559
40216	KY	Jefferson	Pleasure Ridge Park	969
94102	CA	San Francisco	San Francisco	3895
94118	CA	San Francisco	San Francisco	5425
43204	OH	Franklin	Columbus	909
75074	TX	Collin	Plano	1639
52402	IA	Linn	Cedar Rapids	1115
80233	CO	Adams	Northglenn	1794
60115	IL	DeKalb	Dekalb	1224
44212	OH	Medina	Brunswick	1344
14224	NY	Erie	West Seneca	1307
94546	CA	Alameda	Castro Valley	2940
95403	CA	Sonoma	Santa Rosa	2515
29615	SC	Greenville	Greenville	1551
2860	RI	Providence	Pawtucket	1324
99205	WA	Spokane	Spokane	1045
10022	NY	New York	New York	3872
85029	AZ	Maricopa	Phoenix	1190
76542	TX	Bell	Killeen	1042
7712	NJ	Monmouth	Asbury Park	2206
37087	TN	Wilson	Lebanon	1446
92223	CA	Riverside	Beaumont	1776
43016	OH	Franklin	Dublin	1843
33178	FL	Miami-Dade	Doral	2199
92692	CA	Orange	Mission Viejo	3097
23602	VA	Newport News City	Newport News	1278
77386	TX	Harris	Spring	1635
33180	FL	Miami-Dade	Aventura	2230
98023	WA	King	Federal Way	1957
29073	SC	Lexington	Lexington	1139
54220	WI	Manitowoc	Manitowoc	931
33919	FL	Lee	Fort Myers	1538
28262	NC	Mecklenburg	Charlotte	1285
95621	CA	Sacramento	Citrus Heights	1515
2703	MA	Bristol	Attleboro	1713
49424	MI	Ottawa	Holland	1390
49423	MI	Ottawa	Holland	1205
92114	CA	San Diego	San Diego	2229
95678	CA	Placer	Roseville	1734
37343	TN	Hamilton	Chattanooga	1325
98391	WA	Pierce	Bonney Lake	1831
8081	NJ	Camden	Gloucester	1679
98226	WA	Whatcom	Bellingham	1664
75024	TX	Collin	Plano	2454
39402	MS	Forrest	Hattiesburg	1239
33126	FL	Miami-Dade	Miami	1597
44120	OH	Cuyahoga	Cleveland	846
78201	TX	Bexar	San Antonio	1134
32835	FL	Orange	Orlando	1342
38115	TN	Shelby	Memphis	942
45231	OH	Hamilton	Finneytown	1014
60506	IL	Kane	Aurora	1531
37920	TN	Knox	Knoxville	1077
85016	AZ	Maricopa	Phoenix	1409
42240	KY	Christian	Hopkinsville	848
75062	TX	Dallas	Irving	1492
24018	VA	Roanoke City	Roanoke	1332
98118	WA	King	Seattle	2335
48706	MI	Bay	Bangor Township	913
29526	SC	Horry	Conway	1258
44118	OH	Cuyahoga	Cleveland Heights	1267
92129	CA	San Diego	San Diego	2936
92026	CA	San Diego	Escondido	2404
91601	CA	Los Angeles	Los Angeles	2760
6460	CT	New Haven	Milford	1800
79907	TX	El Paso	El Paso	877
60014	IL	McHenry	Crystal Lake	1600
11432	NY	Queens	New York	2249
1453	MA	Worcester	Leominster	1606
18702	PA	Luzerne	Wilkes-Barre	767
29687	SC	Greenville	Taylors	1301
91762	CA	San Bernardino	Ontario	1915
33068	FL	Broward	North Lauderdale	1588
48843	MI	Livingston	Howell	1565
77511	TX	Brazoria	Alvin	1519
78640	TX	Hays	Kyle	1471
76112	TX	Tarrant	Fort Worth	1294
78155	TX	Guadalupe	Seguin	1356
93906	CA	Monterey	Salinas	2059
91770	CA	Los Angeles	Rosemead	2417
96816	HI	Honolulu	Honolulu	2620
8724	NJ	Ocean	Brick	1818
29910	SC	Beaufort	Bluffton	1726
21401	MD	Anne Arundel	Annapolis	2149
7104	NJ	Essex	Newark	1504
78213	TX	Bexar	San Antonio	1193
44240	OH	Portage	Kent	1182
32746	FL	Seminole	Lake Mary	1609
98501	WA	Thurston	Olympia	1586
40517	KY	Fayette	Lexington	995
2124	MA	Suffolk	Boston	2401
75063	TX	Dallas	Irving	2290
36116	AL	Montgomery	Montgomery	845
75214	TX	Dallas	Dallas	2864
23803	VA	Petersburg City	Petersburg	1028
90630	CA	Orange	Cypress	2800
85206	AZ	Maricopa	Mesa	1272
37620	TN	Sullivan	Bristol	825
28173	NC	Union	Waxhaw	2151
15068	PA	Westmoreland	New Kensington	828
77396	TX	Harris	Atascocita	1444
21502	MD	Allegany	Cumberland	1043
7052	NJ	Essex	West Orange	2434
60201	IL	Cook	Evanston	2081
85706	AZ	Pima	Tucson	943
32703	FL	Orange	Apopka	1307
92078	CA	San Diego	San Marcos	2633
98387	WA	Pierce	Spanaway	1567
91405	CA	Los Angeles	Los Angeles	2640
90003	CA	Los Angeles	Los Angeles	2313
60126	IL	Du Page	Elmhurst	2288
63122	MO	Saint Louis	Kirkwood	1658
21043	MD	Howard	Ellicott City	2467
85365	AZ	Yuma	Yuma	1044
90047	CA	Los Angeles	Los Angeles	2383
33904	FL	Lee	Cape Coral	1570
75216	TX	Dallas	Dallas	1028
32808	FL	Orange	Pine Hills	1139
32708	FL	Seminole	Winter Springs	1536
76017	TX	Tarrant	Arlington	1517
97007	OR	Washington	Beaverton	1933
91343	CA	Los Angeles	Los Angeles	2742
98204	WA	Snohomish	Paine Field-Lake Stickney	1696
20902	MD	Montgomery	Silver Spring	2170
90018	CA	Los Angeles	Los Angeles	2574
70508	LA	Lafayette	Lafayette	1500
78028	TX	Kerr	Kerrville	1401
90016	CA	Los Angeles	Los Angeles	2609
37076	TN	Davidson	Nashville	1475
28117	NC	Iredell	Mooresville	2015
29210	SC	Richland	Columbia	1025
23234	VA	Richmond City	Richmond	1140
30518	GA	Gwinnett	Sugar Hill	1460
30076	GA	Fulton	Roswell	1944
94403	CA	San Mateo	San Mateo	4030
70810	LA	East Baton Rouge	Baton Rouge	1579
40509	KY	Fayette	Lexington	1329
75068	TX	Denton	Little Elm	1680
46220	IN	Marion	Indianapolis	1330
91942	CA	San Diego	La Mesa	2312
90247	CA	Los Angeles	Gardena	2408
91702	CA	Los Angeles	Azusa	2245
63026	MO	Saint Louis	Fenton	1397
60440	IL	Will	Bolingbrook	1598
28306	NC	Cumberland	Fayetteville	986
93446	CA	San Luis Obispo	Paso Robles	2196
53202	WI	Milwaukee	Milwaukee	1450
80631	CO	Weld	Greeley	1273
33161	FL	Miami-Dade	North Miami	1829
29412	SC	Charleston	Charleston	1894
93291	CA	Tulare	Visalia	1296
80011	CO	Arapahoe	Aurora	1707
30809	GA	Columbia	Evans	1452
33165	FL	Miami-Dade	University Park	2263
85713	AZ	Pima	Tucson	913
28412	NC	New Hanover	Wilmington	1256
18104	PA	Lehigh	South Whitehall Township	1501
28562	NC	Craven	New Bern	1127
92407	CA	San Bernardino	San Bernardino	1590
34744	FL	Osceola	Kissimmee	1377
77089	TX	Harris	Houston	1493
65201	MO	Boone	Columbia	1089
91304	CA	Los Angeles	Los Angeles	2862
50613	IA	Black Hawk	Cedar Falls	1285
13601	NY	Jefferson	Town of Watertown	1140
95822	CA	Sacramento	Sacramento	1450
90043	CA	Los Angeles	Los Angeles	2557
77008	TX	Harris	Houston	2395
92870	CA	Orange	Placentia	2951
85383	AZ	Maricopa	Peoria	1889
94114	CA	San Francisco	San Francisco	5154
33435	FL	Palm Beach	Boynton Beach	1518
96818	HI	Honolulu	Honolulu	2057
31061	GA	Baldwin	Milledgeville	1037
29407	SC	Charleston	Charleston	1698
77088	TX	Harris	Houston	1287
44109	OH	Cuyahoga	Cleveland	847
80231	CO	Denver	Denver	1838
94010	CA	San Mateo	Burlingame	5991
44203	OH	Summit	Barberton	837
29803	SC	Aiken	Aiken	1254
63017	MO	Saint Louis	Chesterfield	2125
77339	TX	Harris	Houston	1613
95124	CA	Santa Clara	San Jose	3604
68516	NE	Lancaster	Lincoln	1497
38109	TN	Shelby	Memphis	682
8816	NJ	Middlesex	East Brunswick	2299
33179	FL	Miami-Dade	Ives Estates	1582
30034	GA	Dekalb	Panthersville	1061
98105	WA	King	Seattle	2996
94590	CA	Solano	Vallejo	1789
98277	WA	Island	Oak Harbor	1526
90022	CA	Los Angeles	East Los Angeles	2203
32224	FL	Duval	Jacksonville	1586
55125	MN	Washington	Woodbury	1879
80220	CO	Denver	Denver	2232
78840	TX	Val Verde	Del Rio	1186
23669	VA	Hampton City	Hampton	1241
97006	OR	Washington	Beaverton	1753
13021	NY	Cayuga	Auburn	1302
37601	TN	Washington	Johnson City	923
92504	CA	Riverside	Riverside	1769
19128	PA	Philadelphia	Philadelphia	1559
65109	MO	Cole	Jefferson City	913
43551	OH	Wood	Perrysburg	1566
59101	MT	Yellowstone	Billings	1023
55416	MN	Hennepin	Saint Louis Park	1804
90037	CA	Los Angeles	Los Angeles	2387
47905	IN	Tippecanoe	Lafayette	1172
58104	ND	Cass	Fargo	1581
85041	AZ	Maricopa	Phoenix	1154
73034	OK	Oklahoma	Edmond	1768
60089	IL	Lake	Buffalo Grove	2030
96734	HI	Honolulu	Kailua	3037
37115	TN	Davidson	Nashville	1335
98258	WA	Snohomish	Lake Stevens	1942
7960	NJ	Morris	Morris Township	2829
84041	UT	Davis	Layton	1384
32940	FL	Brevard	Rockledge	1693
90045	CA	Los Angeles	Los Angeles	3888
79928	TX	El Paso	Horizon City	1002
23220	VA	Richmond City	Richmond	1425
18102	PA	Lehigh	Allentown	1033
44094	OH	Lake	Willoughby	1321
91761	CA	San Bernardino	Ontario	2097
29576	SC	Horry	Murrells Inlet	1350
48104	MI	Washtenaw	Ann Arbor	2113
28226	NC	Mecklenburg	Charlotte	1824
97123	OR	Washington	Hillsboro	1698
44720	OH	Stark	North Canton	1228
93551	CA	Los Angeles	Palmdale	2115
34203	FL	Manatee	Bradenton	1635
56560	MN	Clay	Moorhead	1323
37604	TN	Washington	Johnson City	938
92111	CA	San Diego	San Diego	2507
48198	MI	Washtenaw	Superior Township	1219
80501	CO	Boulder	Longmont	1707
77539	TX	Galveston	Dickinson	1568
80127	CO	Jefferson	Ken Caryl	2227
48073	MI	Oakland	Royal Oak	1553
92116	CA	San Diego	San Diego	2376
32257	FL	Duval	Jacksonville	1333
52302	IA	Linn	Marion	1143
77099	TX	Harris	Houston	1338
92027	CA	San Diego	Escondido	2308
18974	PA	Bucks	Warminster	1894
93033	CA	Ventura	Oxnard	2299
6606	CT	Fairfield	Bridgeport	1844
98033	WA	King	Kirkland	2771
85234	AZ	Maricopa	Gilbert	1531
20854	MD	Montgomery	Potomac	3927
80210	CO	Denver	Denver	2382
75248	TX	Dallas	Dallas	2451
10065	NY	New York	New York	4189
45211	OH	Hamilton	Cincinnati	950
90278	CA	Los Angeles	Redondo Beach	3460
90005	CA	Los Angeles	Los Angeles	2939
75104	TX	Dallas	Cedar Hill	1484
85209	AZ	Maricopa	Mesa	1343
44224	OH	Summit	Stow	1424
20772	MD	Prince Georges	Greater Upper Marlboro	1944
6082	CT	Hartford	Enfield	1503
98837	WA	Grant	Moses Lake	1012
38128	TN	Shelby	Memphis	838
80401	CO	Jefferson	Golden	2292
91344	CA	Los Angeles	Los Angeles	2856
78253	TX	Bexar	San Antonio	1578
60010	IL	Cook	Barrington	2712
85202	AZ	Maricopa	Mesa	1248
19121	PA	Philadelphia	Philadelphia	1219
32780	FL	Brevard	Titusville	1150
11222	NY	Kings	New York	2859
98902	WA	Yakima	Yakima	1020
48060	MI	Saint Clair	Port Huron Township	797
29621	SC	Anderson	Anderson	1216
20008	DC	District of Columbia	Washington	3270
15235	PA	Allegheny	Penn Hills	960
97302	OR	Marion	Salem	1625
46514	IN	Elkhart	Elkhart	1103
83686	ID	Canyon	Nampa	1066
42303	KY	Daviess	Owensboro	947
1752	MA	Middlesex	Marlborough	2213
92392	CA	San Bernardino	Victorville	1333
85020	AZ	Maricopa	Phoenix	1239
60123	IL	Kane	Elgin	1547
92211	CA	Riverside	Palm Desert	2437
