Zip	NoReturns	SingleReturns	UnempComp	StudentLoanDeductions	TaxableIncome
71801	620	150	153	44	24088
71822	460	100	180	30	18352
71825	50	0	0	0	1664
71826	50	0	0	0	1541
71827	50	0	0	0	1804
71832	410	70	85	27	14859
71833	150	40	86	35	5592
71834	80	0	0	0	2732
71835	80	0	0	0	3190
71836	160	60	0	23	6631
71837	300	40	237	37	11011
71838	60	0	0	0	4637
71841	50	0	0	0	1804
71842	120	30	0	0	4538
71845	80	30	0	0	3104
71846	140	30	0	0	5557
71847	40	0	0	0	1442
71851	100	30	0	0	3773
71852	490	100	71	36	19158
71853	30	0	0	0	1002
71854	1840	530	326	128	74302
71855	20	0	0	0	839
71857	330	70	49	25	12739
71858	80	20	0	0	3045
71859	0	0	0	0	0
71860	100	40	0	0	3954
71861	130	50	0	0	5476
71862	30	0	0	0	1198
71866	30	0	0	0	1279
71901	1240	330	193	111	48494
71909	1400	450	113	70	55376
71913	2410	760	419	216	96401
71921	190	40	74	25	6877
71923	740	180	95	111	29032
71929	280	70	110	30	10590
71933	60	0	0	0	2348
71935	50	0	0	0	2503
71937	80	30	121	0	2901
71940	90	20	0	0	3103
71941	120	30	0	0	4974
71943	210	60	96	45	7866
71944	30	0	0	0	1133
71945	60	0	0	0	2042
71949	100	0	0	0	3640
71950	40	0	0	0	1617
71953	720	120	191	61	26748
71956	100	0	0	0	3584
71957	150	30	0	0	5538
71958	150	40	0	34	5482
71959	40	0	0	0	1711
71960	60	0	0	0	2368
71961	40	0	0	0	1668
71962	40	0	0	0	1805
71964	220	50	127	17	8465
71965	0	0	0	0	0
71968	250	40	104	23	9376
71969	20	0	0	0	1517
71970	50	0	0	0	2422
71971	40	0	0	0	2536
71972	30	0	0	0	1146
71973	60	0	0	0	2130
72001	0	0	0	0	0
72002	1000	290	129	191	39201
72003	50	0	0	0	1914
72004	40	20	0	0	1608
72006	100	40	0	0	3983
72007	550	130	96	87	21539
72010	320	50	364	29	11807
72011	310	60	125	41	11714
72012	770	160	152	101	29658
72013	110	20	0	0	4264
72015	1750	420	327	288	68684
72016	200	40	136	28	7719
72017	40	0	0	0	1607
72019	1520	410	367	182	60047
72020	220	50	230	17	8152
72021	160	40	0	14	6168
72022	1220	390	191	237	49165
72023	2400	520	449	288	93053
72024	190	60	0	17	7506
72025	40	0	0	0	1428
72026	20	0	0	0	901
72027	90	40	0	0	3664
72029	80	30	0	0	3160
72030	40	0	0	0	1406
72031	400	90	222	27	15537
72032	1890	490	496	369	74477
72034	2450	820	474	565	97048
72036	40	0	0	0	2239
72039	150	30	89	30	5806
72040	150	50	111	25	5854
72041	70	0	0	0	2853
72042	270	70	166	21	10697
72044	50	0	0	0	1798
72045	60	20	0	0	2262
72046	200	50	0	0	7832
72047	80	0	0	0	2953
72051	30	0	0	0	1142
72055	50	0	0	0	1778
72057	60	20	0	0	2252
72058	1070	210	315	137	40742
72060	30	0	0	0	1298
72061	30	0	0	0	976
72063	90	30	0	27	3849
72064	140	40	74	0	5480
72065	340	90	0	51	13279
72067	150	40	0	16	6039
72068	50	0	0	0	1960
72069	70	0	0	0	2827
72070	90	30	0	0	3542
72072	20	0	0	0	922
72073	70	0	0	0	2599
72076	2160	550	294	280	83437
72079	50	20	0	0	2051
72080	50	0	0	0	1801
72081	400	60	183	40	14961
72082	60	0	0	0	2123
72084	60	0	0	0	2243
72086	650	130	153	58	25172
72087	90	20	0	0	3511
72088	150	50	0	0	6030
72101	160	60	132	31	6170
72102	150	40	72	35	5672
72103	820	210	193	87	31959
72104	1160	230	210	97	45351
72106	340	80	182	24	13118
72110	590	150	181	57	22981
72111	90	20	0	0	3384
72112	380	90	133	48	15108
72113	1680	710	223	340	68112
72114	250	120	0	80	10707
72116	1660	750	147	263	69366
72117	610	200	118	97	23727
72118	1270	420	212	179	50963
72120	2360	800	390	343	95727
72121	150	50	0	0	5833
72122	70	20	0	17	2602
72125	50	0	0	0	2041
72126	240	60	127	25	9052
72127	130	50	0	0	5300
72128	50	0	0	0	1646
72129	90	20	0	26	3347
72130	20	0	0	0	809
72131	290	60	175	22	11329
72132	250	50	145	34	9488
72134	30	0	0	0	1198
72135	150	40	0	0	5851
72136	120	40	107	0	4262
72137	160	40	126	0	6092
72140	0	0	0	0	0
72141	30	0	0	0	971
72142	160	40	86	0	6224
72143	1850	370	434	330	70148
72150	760	180	123	71	29906
72152	0	0	0	0	0
72153	120	50	119	0	4228
72156	50	20	0	0	1901
72157	100	30	0	0	3844
72160	530	180	80	49	21196
72166	30	0	0	0	2073
72167	120	30	0	0	4458
72168	20	0	0	0	1125
72173	600	100	157	61	22340
72175	20	0	0	0	1241
72176	580	110	117	75	21838
72179	30	0	0	0	1002
72181	20	0	0	0	758
72201	80	60	0	41	3633
72202	550	370	0	124	24245
72204	1300	510	252	224	51630
72205	1680	960	189	364	72202
72206	1100	380	233	112	43520
72207	690	400	0	172	28988
72209	980	300	159	114	37475
72210	900	310	156	134	35042
72211	1590	800	140	323	66120
72212	720	340	194	103	29126
72223	1190	570	234	217	48315
72227	730	350	0	126	30003
72301	870	300	157	70	34010
72315	920	260	223	62	37250
72324	110	30	0	0	4208
72326	120	40	0	0	4712
72327	70	20	0	30	2692
72330	0	0	0	0	0
72331	80	40	0	0	2938
72333	50	0	0	0	2316
72335	450	120	130	43	17475
72342	140	50	0	42	5346
72346	50	0	0	0	2788
72347	30	0	0	0	1240
72348	80	30	0	0	3146
72350	40	0	0	0	1877
72354	130	40	0	0	4939
72355	110	30	0	0	4006
72358	30	0	0	0	1242
72360	200	70	0	28	7435
72364	1000	290	205	147	38510
72365	100	50	0	19	3882
72366	90	50	0	0	3448
72368	40	0	0	0	1632
72370	300	80	167	0	11702
72372	100	30	0	0	3789
72373	40	0	0	0	1351
72374	40	0	0	0	1936
72376	80	30	0	0	3321
72384	20	0	0	0	828
72386	110	30	0	0	4276
72390	270	80	0	51	10245
72392	0	0	0	0	0
72394	30	0	0	0	2070
72395	50	30	0	0	1809
72396	700	190	124	51	27268
72401	2440	610	497	429	95912
72404	1500	420	254	337	58444
72410	40	0	0	0	1995
72411	130	30	98	28	4829
72412	50	0	0	0	2282
72413	30	0	0	0	980
72414	50	0	0	0	2564
72415	60	0	0	0	2064
72416	340	40	184	49	12740
72417	300	70	155	81	11410
72419	90	30	0	0	3450
72421	0	0	0	0	0
72422	250	60	89	39	9572
72425	30	0	0	0	2009
72429	20	0	0	0	888
72430	40	0	0	0	1880
72432	290	50	254	25	10953
72433	120	30	0	16	4624
72434	100	0	158	37	3715
72435	30	0	0	0	2080
72436	60	0	0	0	2140
72437	180	30	82	25	6947
72438	120	40	0	29	4645
72440	40	0	0	0	1948
72442	270	50	127	23	10050
72443	180	50	103	46	6728
72444	80	0	0	0	2697
72447	120	30	0	0	4679
72450	2100	390	872	252	81229
72454	290	50	158	44	11165
72455	610	110	202	92	23068
72456	30	0	0	0	1119
72458	40	0	0	0	1603
72459	60	0	0	0	2182
72460	40	0	0	0	1475
72461	200	60	152	29	7567
72466	60	0	0	0	2274
72469	60	0	0	0	2403
72470	0	0	0	0	0
72471	50	0	0	0	1905
72472	440	80	109	46	17214
72473	120	40	39	0	4934
72476	330	60	158	39	12892
72478	30	0	0	0	2297
72479	90	30	0	0	3575
72482	30	0	0	0	1328
72501	1270	270	459	158	49069
72512	70	30	0	0	2751
72513	140	30	0	37	4901
72517	30	0	0	0	1253
72519	130	30	153	26	4714
72520	30	0	0	0	1235
72521	240	50	164	20	9051
72522	30	0	0	0	1009
72523	60	0	117	0	2213
72524	20	0	0	0	834
72527	40	0	0	0	1514
72529	180	40	0	22	6924
72530	110	0	129	22	4217
72531	50	0	0	0	1762
72532	70	0	0	0	2732
72533	30	0	0	0	1479
72534	70	0	133	0	2640
72536	30	0	0	0	958
72537	50	0	0	0	1741
72538	20	0	0	0	893
72539	0	0	0	0	0
72542	160	40	0	29	5916
72543	710	160	250	64	27387
72544	50	0	0	0	1853
72550	50	0	0	0	1911
72554	130	50	0	25	4862
72556	180	60	0	0	6685
72560	410	80	215	27	15838
72561	50	0	0	0	1771
72562	110	20	179	32	3948
72564	30	0	0	0	1137
72565	30	0	0	0	1221
72566	30	0	0	0	1240
72567	30	0	0	0	1335
72568	110	20	159	28	4307
72569	40	0	0	0	2145
72571	30	0	0	0	1410
72573	30	0	0	0	1929
72576	190	50	0	0	6957
72577	30	0	0	0	1265
72579	80	20	0	28	2879
72581	70	20	0	0	2971
72583	80	0	0	0	3045
72584	0	0	0	0	0
72601	1510	280	258	120	57153
72611	100	20	0	0	3613
72616	530	90	212	42	19256
72619	90	30	0	0	3374
72623	40	0	0	0	1361
72624	50	0	0	0	2420
72626	70	0	0	0	2758
72628	30	0	0	0	1047
72629	30	0	0	0	1100
72631	260	90	77	0	9985
72632	220	70	125	17	9015
72633	80	0	0	0	3019
72634	280	30	118	41	10511
72635	200	30	0	24	7575
72638	320	60	281	27	11848
72639	20	0	0	0	1031
72640	30	0	0	0	1754
72641	110	0	0	0	4302
72642	120	30	0	0	4875
72644	120	30	0	0	4320
72645	70	20	0	0	2569
72648	30	0	0	0	1286
72650	170	40	0	26	6332
72651	60	0	0	0	2213
72653	1560	340	280	145	60263
72655	30	0	0	0	1548
72658	90	30	0	0	3566
72660	20	0	0	0	721
72661	30	0	0	0	985
72662	170	40	0	29	6594
72663	30	0	0	0	1135
72666	20	0	0	0	1684
72668	50	0	0	0	2784
72675	60	0	0	0	2239
72679	0	0	0	0	0
72680	30	0	0	0	1193
72682	30	0	0	0	1312
72683	20	0	0	0	991
72685	70	0	0	0	2549
72687	280	30	154	30	10497
72701	1630	600	187	362	66572
72703	1500	680	162	338	61989
72704	1580	600	190	400	64245
72712	3090	1040	559	564	126794
72714	880	230	124	87	35103
72715	1320	350	245	163	51733
72717	40	0	0	0	1377
72718	150	60	0	53	5557
72719	740	180	178	196	28615
72721	40	0	0	0	1977
72722	140	40	102	27	5266
72727	370	60	0	46	14163
72729	30	0	0	0	1755
72730	600	140	0	99	23379
72732	280	50	67	24	10713
72734	460	70	0	39	16599
72736	310	70	162	23	11547
72738	120	30	0	32	4591
72739	30	0	0	0	1165
72740	540	90	128	46	20236
72742	30	0	0	0	1232
72744	260	50	82	28	9872
72745	880	210	145	139	33561
72751	510	90	98	54	19150
72752	0	0	0	0	0
72753	530	80	120	79	20077
72756	2110	530	573	232	80635
72758	2100	670	650	327	80938
72760	30	0	0	0	1583
72761	1180	200	166	144	43147
72762	2040	510	392	290	77385
72764	2230	510	416	220	81083
72768	40	0	0	0	1607
72769	70	0	0	0	2838
72773	70	0	0	0	2913
72774	410	80	136	63	15763
72776	50	0	0	0	2740
72801	680	210	235	133	26485
72802	1230	250	484	166	47048
72821	70	30	0	0	2704
72823	350	60	226	25	13618
72824	60	0	0	0	2337
72830	730	130	202	65	27427
72832	40	0	0	0	1578
72833	190	30	0	30	6968
72834	490	100	137	59	18551
72835	40	0	0	0	1529
72837	440	90	325	36	16680
72840	90	20	0	0	3524
72842	70	0	0	0	2687
72843	130	30	121	38	4997
72845	80	0	0	0	2823
72846	210	50	142	0	7851
72847	170	50	0	0	6407
72851	50	0	0	0	2188
72852	20	0	0	0	1218
72853	100	30	0	0	3718
72854	30	0	0	0	1172
72855	340	70	86	37	13164
72856	40	0	0	0	1737
72857	60	0	0	0	2456
72858	240	60	112	36	8993
72860	40	0	0	0	1968
72863	110	40	0	0	4219
72865	80	30	0	0	3271
72901	790	260	79	81	31699
72903	1320	450	202	166	52919
72904	620	120	218	49	22105
72908	840	230	210	62	32806
72916	650	180	247	71	25888
72921	780	150	268	63	30037
72923	290	70	217	21	11337
72926	50	0	0	0	2495
72927	420	80	92	37	16000
72928	40	0	0	0	1437
72930	30	0	0	0	962
72932	100	0	0	0	3772
72933	280	50	133	21	10540
72934	30	0	0	0	1210
72936	1040	210	272	107	39641
72937	210	70	180	16	8152
72938	70	0	0	0	2607
72940	140	30	0	25	5516
72941	350	80	107	27	13529
72943	120	40	0	0	4593
72944	140	30	0	38	5355
72946	170	40	120	17	6651
72947	190	50	127	21	7234
72948	0	0	0	0	0
72949	550	100	250	34	20757
72950	30	0	0	0	1708
72951	70	20	0	0	2884
72952	130	30	59	0	5151
72955	40	0	0	0	2142
72956	1930	370	498	223	73030
72958	300	60	148	21	11357
72959	150	40	0	26	5519
99999	4340	1520	1056	301	173422
0	2207030	919390	882844	262982	85187414
90001	1630	370	451	98	53570
90002	1430	350	517	97	46971
90003	1750	400	547	131	57609
90004	2730	1370	1091	461	110248
90005	1380	690	311	254	56642
90006	1460	580	500	231	55178
90007	900	400	247	112	34787
90008	1830	990	531	259	69948
90010	270	140	0	36	10187
90011	2170	520	576	148	71547
90012	1260	860	400	311	55342
90013	570	470	180	185	26520
90014	530	450	161	179	24643
90015	570	360	167	129	23654
90016	2570	1150	769	347	98736
90017	740	480	230	220	32567
90018	2070	790	602	249	76185
90019	3380	1810	1364	571	136123
90020	1930	980	538	354	79716
90021	120	90	0	29	5129
90022	2600	690	824	208	91065
90023	1510	400	431	89	52159
90024	1620	1180	389	354	67780
90025	3900	2950	1115	1071	174750
90026	3790	2330	2127	912	159951
90027	3500	2550	1919	954	155291
90028	1630	1220	887	428	72889
90029	1630	870	715	313	66463
90031	1630	680	590	257	62838
90032	2500	920	714	279	93891
90033	1310	390	360	137	46985
90034	4990	3330	1670	1412	219425
90035	2000	1260	780	456	82899
90036	3060	2200	1631	748	134422
90037	1590	450	329	141	54389
90038	1250	770	641	277	53241
90039	2150	1310	1097	449	89456
90040	720	210	303	42	25241
90041	1910	910	906	318	76123
90042	3470	1580	1258	632	135481
90043	2710	1190	767	321	98955
90044	2900	890	747	240	100320
90045	2670	1600	797	467	111347
90046	4330	3520	2662	990	194764
90047	3250	1320	719	315	116192
90048	2020	1600	1091	469	89779
90049	2230	1770	651	497	96753
90056	660	390	246	80	24388
90057	1070	470	270	172	42644
90058	70	30	0	0	2804
90059	1360	380	389	91	44475
90061	1010	310	269	94	34641
90062	1390	490	427	145	48914
90063	2080	590	686	205	73231
90064	1790	1220	748	341	75448
90065	2570	1170	1288	389	99793
90066	4120	2640	1512	939	177183
90067	300	220	0	46	10783
90068	1560	1220	1116	330	66507
90069	2040	1700	1136	373	89456
90077	320	200	166	39	11459
90094	370	240	150	110	15108
90201	3490	640	1132	234	116608
90210	770	530	129	84	29690
90211	640	390	256	134	26089
90212	850	560	213	147	35542
90220	2440	770	687	173	82240
90221	2050	480	597	128	65562
90222	1340	380	367	113	44411
90230	2280	1310	740	344	93351
90232	1320	810	599	269	55553
90240	1650	560	569	132	59972
90241	2840	980	975	283	106067
90242	2650	820	758	270	95722
90245	1390	810	412	191	60462
90247	3140	1210	925	277	119712
90248	810	350	169	70	31580
90249	1890	770	457	171	70699
90250	5190	1930	1588	544	192239
90254	1550	1210	684	346	70377
90255	2700	580	878	162	89219
90260	2100	750	742	224	77962
90262	2980	640	1133	208	97639
90265	720	450	170	74	27245
90266	1710	1180	481	278	71261
90270	990	190	375	52	32097
90272	830	520	249	95	31375
90274	1080	650	178	85	40325
90275	1950	970	466	191	73820
90277	2870	1920	815	507	124181
90278	2710	1570	1121	460	113344
90280	4640	1110	1519	345	156738
90290	310	150	202	60	11669
90291	2140	1630	1098	518	95824
90292	1790	1390	952	348	79532
90293	1230	940	450	309	54446
90301	1960	700	489	211	72638
90302	1860	780	454	235	70411
90303	1280	430	436	115	45472
90304	970	220	222	90	32767
90305	1400	690	401	199	51220
90401	650	520	245	137	29888
90402	480	340	225	72	19549
90403	2180	1680	1030	452	98780
90404	1760	1200	595	433	77967
90405	2140	1600	909	437	94562
90501	2620	1110	758	293	103069
90502	1320	590	333	142	50725
90503	3120	1520	810	338	129349
90504	2340	1050	583	244	93232
90505	2490	1160	601	317	101121
90601	2280	950	773	293	87057
90602	1350	470	435	129	50161
90603	1370	580	417	155	52340
90604	2660	870	1249	223	96901
90605	2420	700	860	208	86779
90606	2150	680	750	187	76624
90620	3150	1080	1278	352	117360
90621	1890	580	600	186	68288
90623	990	410	370	123	37740
90630	3210	1280	1062	318	124373
90631	4280	1530	1495	415	157503
90638	3080	1150	928	342	114128
90640	3840	1430	1012	410	143943
90650	6790	1940	2239	603	239546
90660	4050	1210	1226	304	142608
90670	1170	380	421	111	43031
90680	1690	580	566	128	62157
90701	990	290	309	96	36331
90703	3310	1390	848	400	128637
90706	4630	1510	1617	422	169587
90710	1560	640	541	120	59079
90712	2300	940	726	259	87798
90713	1950	810	720	158	75809
90715	1340	470	464	139	50180
90716	620	170	147	49	20991
90717	1540	680	520	165	61559
90720	1350	600	372	160	53806
90723	2710	740	828	203	94209
90731	3370	1500	1303	332	133618
90732	1600	860	523	180	65140
90740	1920	1200	444	181	80346
90744	2270	610	825	122	79493
90745	3900	1300	1256	339	141779
90746	2160	940	453	229	78986
90755	900	460	275	165	35548
90802	2960	2070	856	714	128279
90803	2860	2090	957	615	127050
90804	2290	1210	803	389	93443
90805	4810	1460	1509	419	169384
90806	1910	660	617	200	68303
90807	2570	1260	891	400	102884
90808	2570	1240	665	280	102430
90810	2090	610	819	182	73183
90813	1500	500	529	158	54552
90814	1650	1100	626	378	71838
90815	2780	1490	912	320	113054
91001	2070	1010	608	306	79509
91006	1750	780	378	186	67256
91007	1800	780	445	201	70718
91008	50	40	0	0	1659
91010	1690	630	461	232	62259
91011	740	390	166	102	27765
91016	2780	1260	759	442	108862
91020	570	250	191	69	23774
91024	730	380	250	146	30063
91030	1800	950	526	370	76218
91040	1440	610	644	190	54479
91042	1690	660	625	228	62917
91101	1540	1030	502	455	68538
91103	1140	530	292	174	43029
91104	2050	950	833	331	80277
91105	670	430	179	111	27593
91106	1700	1070	539	361	73441
91107	2140	1150	686	374	86158
91108	550	290	172	57	20345
91201	1340	570	711	217	52376
91202	1440	680	607	265	57324
91203	960	440	338	155	38311
91204	870	340	275	151	34222
91205	1880	750	664	327	74210
91206	2080	970	683	368	83687
91207	640	330	147	90	25098
91208	950	460	209	131	36603
91210	40	20	0	0	1788
91214	1800	740	584	248	68791
91301	1360	690	611	142	51966
91302	1120	610	374	180	42290
91303	1460	630	468	184	56966
91304	2730	1100	1144	288	102800
91306	2680	990	1310	271	99047
91307	1460	640	538	161	54801
91311	2670	1240	1142	341	103445
91316	1790	1000	770	245	72639
91320	2190	930	770	210	83361
91321	1810	750	675	228	68132
91324	1500	650	499	160	58029
91325	1760	790	545	251	66254
91326	1950	880	752	226	73582
91331	4670	1170	1754	376	160730
91335	4140	1450	1740	390	151340
91340	1820	470	758	158	63603
91342	5390	1720	2230	502	191726
91343	2870	1030	1029	294	105075
91344	3270	1370	1334	405	122237
91345	1260	440	464	122	46200
91350	2110	860	782	273	78054
91351	2150	760	928	228	79375
91352	2260	680	811	192	81498
91354	1620	670	737	248	60079
91355	2190	1010	796	320	86644
91356	1630	860	626	203	63325
91360	2400	1050	694	261	91338
91361	1080	630	313	120	42264
91362	1920	950	584	233	73450
91364	1470	770	631	165	56868
91367	2950	1550	1075	374	118214
91377	740	380	284	94	28835
91381	950	370	280	138	34882
91384	1280	470	581	127	46578
91387	2660	980	1143	345	99105
91390	950	390	383	114	34582
91401	1990	950	947	327	77751
91402	2680	740	930	259	94477
91403	1890	1260	979	432	79913
91405	2150	800	811	273	80813
91406	2920	1220	1248	361	111773
91411	1270	630	586	203	50552
91423	2420	1530	1274	494	103018
91436	800	480	210	85	29911
91501	1490	730	733	256	60582
91502	770	390	319	160	32798
91504	1730	780	846	266	67673
91505	2520	1380	1445	371	104671
91506	1440	740	908	203	58435
91601	2470	1540	1361	612	104726
91602	1780	1260	1296	367	76746
91604	2080	1440	1302	421	86657
91605	2440	830	827	276	88869
91606	2240	930	963	302	85690
91607	2160	1310	1278	439	89289
91701	2520	930	853	304	94015
91702	3290	1050	1284	350	118508
91706	3970	970	1331	333	137790
91708	540	210	164	103	19506
91709	4330	1620	1549	586	160951
91710	4680	1540	1874	529	170432
91711	1830	850	397	337	71450
91722	2530	890	972	244	94169
91723	1300	480	582	170	48952
91724	1590	640	421	163	61012
91730	4940	1880	1685	743	190591
91731	1150	350	349	112	41715
91732	2510	800	723	223	90255
91733	1620	470	528	112	57912
91737	1390	530	512	192	51966
91739	1910	730	730	302	69755
91740	1720	630	669	193	65748
91741	1600	650	525	230	61530
91744	4440	1070	1575	374	153148
91745	3450	1230	991	327	128882
91746	1630	410	622	145	56681
91748	2560	950	571	260	94847
91750	2110	860	656	304	80777
91752	1780	530	727	211	61962
91754	2000	900	595	190	79361
91755	1360	570	323	130	53711
91761	3660	1140	1410	440	130913
91762	3210	940	1187	363	115013
91763	2090	580	738	223	73638
91764	3050	890	1148	344	108598
91765	2980	1190	828	363	113190
91766	3160	840	950	344	109245
91767	2620	840	907	328	92338
91768	1480	410	557	142	51282
91770	3130	1190	907	297	119373
91773	2290	990	813	304	88238
91775	1340	590	351	153	52524
91776	1990	810	553	201	77612
91780	2200	870	592	217	84902
91784	1470	660	397	189	54571
91786	3100	1190	1161	452	117653
91789	2600	1050	738	326	97952
91790	2910	990	1018	299	108406
91791	2050	760	688	226	76921
91792	2130	730	756	253	80233
91801	3420	1560	815	516	139346
91803	1910	830	485	240	76032
91901	940	360	304	102	36013
91902	1060	400	316	104	39639
91905	90	50	0	0	3544
91906	250	80	209	0	8815
91910	4950	1640	2106	560	187496
91911	5260	1310	1985	482	190497
91913	2780	820	1054	411	99467
91914	820	240	329	82	28663
91915	1570	400	658	260	54705
91916	150	60	137	36	5822
91917	50	0	0	0	1659
91932	1580	510	490	146	60741
91934	30	20	0	0	1263
91935	530	180	183	36	18661
